Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain
SRR1511731,2-3 months old,RNA-Seq,50,99338050,PRJNA254994,SAMN02907070,72218015,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649424,GSM1433219,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433219,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511732,2-3 months old,RNA-Seq,50,113077700,PRJNA254994,SAMN02907071,81282621,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649425,GSM1433220,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433220,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511733,2-3 months old,RNA-Seq,50,103821550,PRJNA254994,SAMN02907072,75003400,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649426,GSM1433221,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433221,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511734,2-3 months old,RNA-Seq,50,64757200,PRJNA254994,SAMN02907073,46346850,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649427,GSM1433222,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433222,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511735,2-3 months old,RNA-Seq,50,65792200,PRJNA254994,SAMN02907074,46975692,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649428,GSM1433223,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433223,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511736,2-3 months old,RNA-Seq,50,95841800,PRJNA254994,SAMN02907075,69232561,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649429,GSM1433224,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433224,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511737,2-3 months old,RNA-Seq,50,118848950,PRJNA254994,SAMN02907076,85183982,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649430,GSM1433225,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433225,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511738,2-3 months old,RNA-Seq,50,132748500,PRJNA254994,SAMN02907077,95616281,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649431,GSM1433226,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433226,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511739,2-3 months old,RNA-Seq,50,87877000,PRJNA254994,SAMN02907078,63253029,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649432,GSM1433227,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433227,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511740,2-3 months old,RNA-Seq,50,136589750,PRJNA254994,SAMN02907079,97915464,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649433,GSM1433228,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433228,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511741,2-3 months old,RNA-Seq,50,126686650,PRJNA254994,SAMN02907083,90773231,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649434,GSM1433229,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433229,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511742,2-3 months old,RNA-Seq,50,103037050,PRJNA254994,SAMN02907089,74333679,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649435,GSM1433230,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433230,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511743,2-3 months old,RNA-Seq,50,129174850,PRJNA254994,SAMN02907094,92223963,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649436,GSM1433231,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433231,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511744,2-3 months old,RNA-Seq,50,128499150,PRJNA254994,SAMN02907098,92583256,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649437,GSM1433232,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433232,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511745,2-3 months old,RNA-Seq,50,123594900,PRJNA254994,SAMN02907103,88923797,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649438,GSM1433233,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433233,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511746,2-3 months old,RNA-Seq,50,115771700,PRJNA254994,SAMN02907107,83017824,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649439,GSM1433234,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433234,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511747,2-3 months old,RNA-Seq,50,83490650,PRJNA254994,SAMN02907112,59730785,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649440,GSM1433235,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433235,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511748,2-3 months old,RNA-Seq,50,95460450,PRJNA254994,SAMN02907115,69386143,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649441,GSM1433236,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433236,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511749,2-3 months old,RNA-Seq,50,109244500,PRJNA254994,SAMN02907119,78157617,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649442,GSM1433237,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433237,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511750,2-3 months old,RNA-Seq,50,131453200,PRJNA254994,SAMN02907124,94639845,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649443,GSM1433238,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433238,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511751,2-3 months old,RNA-Seq,50,105711800,PRJNA254994,SAMN02907129,76429707,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649444,GSM1433239,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433239,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511752,2-3 months old,RNA-Seq,50,28110400,PRJNA254994,SAMN02907133,20439572,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649445,GSM1433240,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433240,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511753,2-3 months old,RNA-Seq,50,121459400,PRJNA254994,SAMN02907138,86730918,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649446,GSM1433241,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433241,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511754,2-3 months old,RNA-Seq,50,37692800,PRJNA254994,SAMN02907142,28322432,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649447,GSM1433242,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433242,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511755,2-3 months old,RNA-Seq,50,113808400,PRJNA254994,SAMN02907146,81525701,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649448,GSM1433243,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433243,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511756,2-3 months old,RNA-Seq,50,121750450,PRJNA254994,SAMN02907150,87950042,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649449,GSM1433244,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433244,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511757,2-3 months old,RNA-Seq,50,128589100,PRJNA254994,SAMN02907154,93580785,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649450,GSM1433245,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433245,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511758,2-3 months old,RNA-Seq,50,123720550,PRJNA254994,SAMN02907159,88172390,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649451,GSM1433246,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433246,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511759,2-3 months old,RNA-Seq,50,90077700,PRJNA254994,SAMN02907163,63902783,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649452,GSM1433247,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433247,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511760,2-3 months old,RNA-Seq,50,48952050,PRJNA254994,SAMN02907170,36435648,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649453,GSM1433248,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433248,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511761,2-3 months old,RNA-Seq,50,95818450,PRJNA254994,SAMN02907175,70183131,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649454,GSM1433249,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433249,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511762,2-3 months old,RNA-Seq,50,108689950,PRJNA254994,SAMN02906957,79263836,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649455,GSM1433250,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433250,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511763,2-3 months old,RNA-Seq,50,118641200,PRJNA254994,SAMN02906958,86600808,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649456,GSM1433251,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433251,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511764,2-3 months old,RNA-Seq,50,108787300,PRJNA254994,SAMN02906959,79319184,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649457,GSM1433252,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433252,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511765,2-3 months old,RNA-Seq,50,115757050,PRJNA254994,SAMN02906960,83817169,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649458,GSM1433253,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433253,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511766,2-3 months old,RNA-Seq,50,108866900,PRJNA254994,SAMN02907180,79627687,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649459,GSM1433254,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433254,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511767,2-3 months old,RNA-Seq,50,98533350,PRJNA254994,SAMN02907186,71377513,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649460,GSM1433255,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433255,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511768,2-3 months old,RNA-Seq,50,109577700,PRJNA254994,SAMN02907192,80326926,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649461,GSM1433256,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433256,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511769,2-3 months old,RNA-Seq,50,114001300,PRJNA254994,SAMN02907199,83378973,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649462,GSM1433257,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433257,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511770,2-3 months old,RNA-Seq,50,114992400,PRJNA254994,SAMN02906955,83622270,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649463,GSM1433258,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433258,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511771,2-3 months old,RNA-Seq,50,93722450,PRJNA254994,SAMN02906956,67778098,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649464,GSM1433259,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433259,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511772,2-3 months old,RNA-Seq,50,42263050,PRJNA254994,SAMN02906961,31408184,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649465,GSM1433260,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433260,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511773,2-3 months old,RNA-Seq,50,67382250,PRJNA254994,SAMN02906962,49688737,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649466,GSM1433261,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433261,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511774,2-3 months old,RNA-Seq,50,40237150,PRJNA254994,SAMN02906964,29887105,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649467,GSM1433262,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433262,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511775,2-3 months old,RNA-Seq,50,1714850,PRJNA254994,SAMN02906966,1325154,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649468,GSM1433263,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433263,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511776,2-3 months old,RNA-Seq,50,96768700,PRJNA254994,SAMN02906968,71464899,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649469,GSM1433264,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433264,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511777,2-3 months old,RNA-Seq,50,89090300,PRJNA254994,SAMN02906970,65314470,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649470,GSM1433265,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433265,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511778,2-3 months old,RNA-Seq,50,32108400,PRJNA254994,SAMN02906972,23905512,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649471,GSM1433266,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433266,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511779,2-3 months old,RNA-Seq,50,58669800,PRJNA254994,SAMN02906974,43468668,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649472,GSM1433267,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433267,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511780,2-3 months old,RNA-Seq,50,59041800,PRJNA254994,SAMN02906976,43784510,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649473,GSM1433268,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433268,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511781,2-3 months old,RNA-Seq,50,48082500,PRJNA254994,SAMN02906978,35652293,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649474,GSM1433269,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433269,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511782,2-3 months old,RNA-Seq,50,90537600,PRJNA254994,SAMN02906980,66112052,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649475,GSM1433270,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433270,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511783,2-3 months old,RNA-Seq,50,82940800,PRJNA254994,SAMN02906982,59689055,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649476,GSM1433271,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433271,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511784,2-3 months old,RNA-Seq,50,105099950,PRJNA254994,SAMN02906984,76044980,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649477,GSM1433272,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433272,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511785,2-3 months old,RNA-Seq,50,101121750,PRJNA254994,SAMN02906986,73866038,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649478,GSM1433273,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433273,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511786,2-3 months old,RNA-Seq,50,97812200,PRJNA254994,SAMN02906988,71598632,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649479,GSM1433274,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433274,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511787,2-3 months old,RNA-Seq,50,112485600,PRJNA254994,SAMN02906991,81981505,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649480,GSM1433275,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433275,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511788,2-3 months old,RNA-Seq,50,163334250,PRJNA254994,SAMN02906993,117035766,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649481,GSM1433276,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433276,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511789,2-3 months old,RNA-Seq,50,123484150,PRJNA254994,SAMN02906999,88347432,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649482,GSM1433277,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433277,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511790,2-3 months old,RNA-Seq,50,137969350,PRJNA254994,SAMN02907002,98935322,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649483,GSM1433278,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433278,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511791,2-3 months old,RNA-Seq,50,135954700,PRJNA254994,SAMN02907004,97259090,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649484,GSM1433279,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433279,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511792,2-3 months old,RNA-Seq,50,119633400,PRJNA254994,SAMN02907006,86217582,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649485,GSM1433280,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433280,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511793,2-3 months old,RNA-Seq,50,78325700,PRJNA254994,SAMN02907008,56652661,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649486,GSM1433281,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433281,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511794,2-3 months old,RNA-Seq,50,2907400,PRJNA254994,SAMN02907204,2207677,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649487,GSM1433282,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433282,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1511795,2-3 months old,RNA-Seq,50,108397750,PRJNA254994,SAMN02907210,77296522,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649488,GSM1433283,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433283,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
